Label,Keywords
ham,"['actual guy', 'friend stuff', 'friend', 'sorry', 'lot', 'talk', 'wants', 'buy']"
spam,"['no1 nokia tone 4 ur mob every week', 'uk pobox 36504 w45wq norm150p tone 16', 'tell ur mates www', '8007 get txting', '1st week', 'txt nokia', 'free', 'getzed', 'co']"
spam,"['weekly new tone reply tones2u 2', 'tones 3gbp network operator rates apply', 'original n best', 'ur fone', 'want', 'funk', 'text', 'www', 'ringtones', 'co', 'uk']"
spam,"['replies cost å 1', '2 cancel send stop', 'im hot', 'cmon babe', 'babe', 'make', 'horny', 'turn', 'txt', 'fantasy', 'sticky', 'need', '50']"
ham,['come tomorrow di']
ham,"['weed dealer carlos went', 'wylie update', 'freedom', 'class', 'lunsford']"
ham,"['happy baby', 'kiss kiss', 'kiss', 'alright', 'take', 'job', 'hope', 'fine', 'send', 'make', 'smile', 'across', 'sea']"
ham,"['juz last minute decision mah', 'juz watch 2 lar', 'c movie', 'tot ì_', 'interested']"
ham,"['take care brother', 'enjoying', 'semester']"
spam,"['important information 4 orange user 0796xxxxxx', 'ur lucky day', 'log onto http', '2 find', 'fantastic prizeawaiting', 'today', 'www', 'urawinner', 'com']"
ham,"['get', 'door']"
ham,"['lets use', 'next week', 'princess']"
ham,"['go home first lar ì_ wait 4', 'stuff first', 'lor', 'put']"
ham,"['buy 2 meals', 'want kfc', '2 mark', '2', 'tuesday', 'gravy']"
ham,"['always sending like', 'stupid da', 'da', 'believe', 'message', 'pandy', 'mental']"
ham,"['gonna ring', 'oi']"
spam,"['missed call alert', 'numbers called', 'left', 'message', '07008009200']"
ham,"['attended', 'nothing']"
ham,"['ard 530 like dat lor', 'ì_ dun haf', 'juz meet', 'mrt station', 'come']"
ham,"['dear', 'sleeping', 'p']"
ham,"['er mw im filled tuth', 'aight']"
ham,"['office around 4 pm', 'going hospital']"
ham,"['start putting ad', '2 weeks', 'actually', 'waiting']"
ham,"['anything lor', 'go lor', 'go']"
ham,"['u wan 2 watch infernal affairs wif', 'n darren n mayb xy', 'u free', 'sat rite']"
ham,"['nokia n motorola n', 'amp asks u', 'type lt gt', 'lt gt', 'plz note', 'anyone calling', 'mobile co', 'make use', 'sim card', 'itz confirmd', 'cnn ibn', 'disconnect', 'call', 'coz', 'iz', 'attempt', 'terrorist', 'verified']"
ham,"['later tonight', 'yo', 'around', 'friend', 'mine', 'lookin', 'pick']"
ham,"['stupid auto correct', 'phone']"
ham,"['double eviction', 'good riddance', 'week', 'spiral', 'michael']"
ham,"['world suffers', 'bad people', 'good people', 'lot', 'violence', 'silence']"
ham,"['ok thats cool', 'ur closeby see', 'either raglan rd', 'edward rd', 'cricket ground', 'gimme ring', 'behind', 'tuesday']"
ham,"['buy one egg', 'da', 'please']"
ham,"['started', 'skye']"
ham,"['bookedthe hut', 'also', 'time', 'way']"
ham,"['several', 'sir']"
ham,"['10 smth 2 eat lunch today', 'u really pig leh sleep', 'dad wake', 'much']"
ham,"['please call', 'home']"
ham,"['anything drastic', 'dare sell', 'love', 'hope', 'pc', 'phone']"
ham,"['reached home', 'come tomorro', 'tired']"
spam,"['records indicate', '3750 pounds', 'free reply', 'text stop', 'freemsg', 'may', 'entitled', 'accident', 'claim', 'yes', 'msg', 'opt']"
spam,"['music gift vouchers every week starting', 'win å 100', '87066 tscs www', 'word draw', 'com skillgame', 'u', 'txt', 'idew', '1winaweek', 'age16', '150ppermesssubscription']"
ham,"['life style garments account', 'please']"
ham,"['lol wtf random', 'lunch break', 'btw']"
ham,"['love 2 evry1 love ya eshxxxxxxxxxxx', 'hows u de arab boy', 'hope u r', 'good give', 'sez']"
ham,"['lay man', 'great day', 'ill appreciate', 'let', 'know', 'missed', 'thought', 'send', 'bimbo', 'ugo', 'numbers', 'safe']"
ham,"['detroit', 'home', 'snow', 'enjoy']"
spam,"['england flag 3lions tone', 'euro 2004 2', 'following service message', 'show ur colours', 'ur phone', '1 offer', '4', 'get', 'click', 'info']"
ham,['okie']
ham,"['aight', 'chillin', 'friend', 'room', 'text', 'way']"
ham,['toshiba portege m100 gd']
ham,"['semiobscure internet thing', 'well welp', 'sort']"
spam,"['normal gprs charges apply', 'text pass', 'polyphonic ringtones', '69669', 'collect', 'enjoy', 'tones']"
spam,"['word ok', 'mobile phone', 'accordingly', 'repeat', 'text', 'send']"
ham,"['de dont let', 'loosu go', 'hospital', 'careless']"
ham,"['much', 'eighth']"
ham,"['omg joanna', 'looked thru', 'find photos', 'even logged', 'freaking', 'friends', 'asking', 'stuff', 'myspace', 'like', 'year']"
ham,"['tel u ur life partner', 'send ur birthdate', 'reply must', 'month', 'year', 'name', 'method', 'calculation']"
ham,"['bit blur blur', 'havent woke', 'dad went', 'cant cum', 'juz', 'liao', 'oso']"
ham,"['clothes', 'jewelry', 'trips']"
spam,"['replying get bbdeluxe', 'block breaker', 'deluxe format', 'new features', 'great graphics', 'å 5', 'comes', 'mobile', 'buy', 'take', 'challenge']"
ham,"['cuddle would', 'need lots', 'aah', 'lush', 'tea', 'soup', 'kind', 'fumbling']"
spam,"['important information 4 orange user', 'log onto http', 'fantastic surprise awaiting', 'lucky day', 'today', '2find', 'www', 'urawinner', 'com']"
ham,['late']
ham,"['parents forgot n', 'sad story', 'last week', 'b day', 'nt wish', 'wish', 'man', 'wife', 'kids', 'went', 'work', 'even', 'colleagues']"
ham,"['family set', 'plans', 'stone']"
ham,"['pls dont forget', 'study']"
ham,"['never believe', 'actually got', 'taunton', 'wow']"
ham,"['cut nails oso muz wait', 'lunch still muz eat wat', 'weekdays got special price', 'cant eat liao', 'finish drivin wat', 'den', 'haiz']"
ham,"['broke', 'list', 'reasons', 'nobody', 'town', 'tell', 'sarcastic', 'faggy']"
ham,"['lt decimal gt', 'common car', 'less expensive', 'better', 'buy', 'china', 'asia', 'find', 'holla']"
ham,"['bear defeat without losing heart', 'greatest test', 'gn tc', 'courage', 'earth']"
ham,"['sorry im stil fucked', 'last nite went tobed', '430 got', '4 work', '630']"
ham,"['hey', 'whats', 'plan', 'sat']"
ham,"['help ur pimples', 'beauty sleep']"
ham,"['mode men also cos', 'never know', 'old friends', 'great', 'hope', 'using', 'connections', 'lead', 'today']"
spam,"['ac u nat27081980 stop', 'send stop frnd', '25 f', 'reply yes', '440 see', '440', 'natalja', 'inviting', 'friend', 'www', 'sms', '62468']"
ham,['get']
ham,"['missed train cos', 'asthma attack', 'nxt one', 'half hr', 'kind', 'driving', 'sure', 'park']"
ham,"['ball', 'moving', 'lot', 'spin', 'last', 'difficult', 'bat']"
ham,"['haiyoh', 'maybe', 'hamster', 'jealous', 'million']"
ham,"['please send', 'aunty', 'number']"
ham,"['glad', 'following', 'dreams']"
ham,['reached home finally']
spam,"['log onto http', 'fantastic surprise awaiting', 'important information', '02 user', 'lucky day', '2 find', 'urgent', 'today', 'www', 'urawinner', 'com']"
spam,"['receivea å 900 prize reward', 'valued network customer', 'claim call 09061701461', 'claim code kl341', 'valid 12 hours', 'winner', 'selected']"
ham,"['coz somtimes dis fight saves', 'wn u r hurt', 'fight wit dem', 'close 2 u', 'quiet leaves nothin', 'gud eveb', 'relation bt', 'relation', 'prsn']"
ham,"['u', 'call']"
ham,"['science tells', 'sweet friend', 'chocolate', 'melt', 'sunlight', 'please', 'walk', 'bcoz', 'want', 'loss']"
ham,"['yes', 'come', 'nyc', 'audiitions', 'trying', 'relocate']"
ham,['pocked']
ham,"['score cos', 'might make', 'congrats', 'great', 'wanted', 'tell', 'relax', 'motivating', 'thanks', 'sharing']"
ham,"['u wil really hurt', 'amp u dont tell', 'u dont miss', 'u dont need', 'wen u need', 'wud never mind', 'take care']"
ham,"['hey mr whats', 'bill brison book', 'name', 'one', 'language', 'words']"
ham,"['okay', 'good', 'problem', 'thanx']"
ham,"['bed among', 'got home', 'information', 'ikea', 'spelled', 'caps', 'yelling', 'thought', 'left', 'sitting', 'mess', 'came', 'said', 'going', 'class', 'please', 'try', 'bullshit', 'makes', 'want', 'listen', 'less']"
ham,"['call', 'u', 'done']"
ham,"['g', 'w', 'r']"
ham,"['best watch', 'say cause', 'get drunk', 'motherfucker']"
spam,"['po box 1013 ig11 oja', 'kit strip', 'billed 150p', 'netcollex ltd']"
spam,"['hmv bonus special 500 pounds', 'answer 4 easy questions', 'genuine hmv vouchers', 'send hmv', 'play', '86688', 'info', 'www', '100percent', 'real', 'com']"
spam,"['please call 08712402578 immediately', 'urgent message waiting']"
spam,"['send free anonymous', 'com lets', 'masked messages', 'im sending', 'thesmszone', 'message', 'see', 'potential', 'abuse']"
spam,"['4 costa del sol holiday', 'å 5000 await collection', 'well done', 'call 09050090044', 'costå 1', '50 pm', 'toclaim', 'sae', 'tcs', 'pobox334', 'stockport', 'sk38xh', 'max10mins']"
ham,"['die plz keep one rose', 'nice day bslvyl', 'say stupid', 'miss u', 'hurt', 'tease', 'make', 'cry', 'end', 'life', 'grave']"
ham,"['woodland avenue somewhere', 'parish magazine', 'telephone number', 'erm', 'get']"
ham,"['ta jobs available', 'know please cos', 'really need', 'start working', 'let']"
ham,"['call n scold n tell u', 'aiyar hard 2 type', 'u later free', 'tell']"
ham,"['yup', 'free']"
ham,"['good good', 'billy mates', 'enjoy concert', 'gone', 'jogging']"
ham,"['yo come', 'carlos', 'soon']"
ham,"['nice time tonight ill probably txt u later cos im lonely', 'awww dat', 'sweet', 'think', 'something', 'xxx']"
ham,"['useless calling u 4 something important', 'guess']"
ham,"['ha ha', 'popped', 'loo', 'hello', 'ed']"
ham,"['dint tell anything', 'angry', 'told', 'abi']"
spam,"['dating service 2 contact', 'po box385 m6 6wu', 'someone u know', 'cant guess', 'call 09058091854', 'asked', 'revealed']"
ham,"['til friday morning', 'right medical insurance', 'medical insurance', 'right insurance', 'r 2waxsto', 'ill get', 'basic care', 'currently shopping', 'major person', 'happens', 'wat', 'want', 'come', 'able', 'deliver', 'give', 'thats', 'see', 'guide']"
ham,"['keep ten rs', 'buy two egg', 'shelf']"
ham,"['well babe', 'swollen glands', 'throat', 'end']"
ham,"['already made changes 2 da previous report', 'ur changes 2 da report big', 'cos']"
ham,"['captain', 'room']"
ham,"['bcaz mobile', 'speak', 'problem', 'listen', 'cann', 'voice', 'calls', 'later']"
ham,"['text bck please luv dan', 'hiya stu wot u', 'moment evone hates', 'even u', 'wont u', 'much truble', 'hell av', 'wot', '2', 'im', 'home', 'done', 'tell']"
ham,['take mokka players']
ham,"['still playing', 'gautham']"
ham,"['hey mr', 'sea view', 'mean games', 'ya finish', 'going', 'couple', 'gays', 'give', 'bell']"
ham,"['around lt gt', 'jason says', 'around', 'k', 'gonna']"
ham,"['sorry', 'able', 'get', 'see', 'morning']"
ham,"['aight well keep', 'informed']"
ham,['number sir']
ham,"['good dual sim mobile pa', 'searching']"
ham,['seems unnecessarily hostile']
ham,"['dude got', 'haircut', 'breezy']"
spam,"['2 mobile 3g videophones r', 'videochat wid ur mates', 'play java games', 'dload polyh music', 'call 09061744553', 'noline rentl', 'congrats', 'bx420', 'ip4', '5we', '150pm']"
ham,"['bone problms 3 litres watr day', 'diseases snd ths 2', '1tulsi leaf day', '1cup milk day', '1apple day', '1lemon day', 'u care', 'doctor', 'cancer', 'fat']"
ham,"['hill thing', 'thought', 'king']"
ham,"['come online', 'nope']"
ham,"['said happy birthday', 'also tell']"
ham,"['tot ì_ say lavender', 'bishan lei']"
ham,"['time u get', 'shopping today', 'u', 'boo', 'supposed', 'take']"
ham,"['u sound like manky scouse boy steve', 'u inmind 4 recreation dis eve', 'da bus home', 'like', 'travelling', 'wot']"
ham,"['like lt gt min', 'quick shower', 'fyi', 'taking', 'epsilon']"
ham,['tuesday night r u 4 real']
ham,"['yes', 'appt']"
ham,['got outta class gonna go gym']
ham,"['sent lt gt mesages today', 'want', 'thats', 'sorry', 'hurts']"
ham,"['ìï', 'write', 'wat']"
ham,"['way u seemed', 'read anything', 'like 2', 'ha', 'say', 'judgemental', 'save', 'fridays', 'pub']"
ham,"['someone really loves u', 'send dis msg', '5 answers r', 'valentine game', 'ur friends', 'colour suits', 'ques', 'best']"
ham,"['waheeda fathima', 'hi', 'asked', 'leave']"
ham,['enjoy urself tmr']
ham,"['still around', 'could use', 'half', '8th']"
spam,"['looking 2 make contact', 'secret admirer', 'r reveal', 'thinks ur', 'u 447801259231', 'u', 'find', 'special', 'call', '09058094597']"
ham,"['give us back', 'lt gt rs', 'home within days', 'id proof', 'wont allow', 'work', 'come']"
ham,"['ìï bot notes oredi', 'juz rem', 'cos', 'got']"
ham,"['yes', 'rent', 'expensive', 'way', 'save']"
ham,"['blue blue bay', 'another day', 'special way', 'smile like', 'sunny rays', 'gud mrng', 'night', 'ended', 'morning', 'come', 'may', 'leaves', 'worries']"
ham,"['r u smiling', 'pain dear', 'hows']"
ham,"['would think armand would eventually build', 'like 2 hits', 'fun fact', 'shit considering', 'gets fucked', 'although', 'tolerance', 'much', 'smokes']"
spam,"['important information 4 orange user 0789xxxxxxx', 'log onto http', 'fantastic surprise awaiting', 'lucky day', 'today', '2find', 'www', 'urawinner', 'com']"
ham,"['sorry', 'help']"
ham,"['account number', 'great', 'send']"
ham,"['charge lst nitw wen u texd', 'lookin 4ward 2 c', 'u 2mrw luv jaz', 'im sure u', 'hows u', 'hopeu ad', 'nice wkend', 'hellogorgeous', 'fone']"
spam,"['asked 2 contact u', 'm26 3uz 150p', 'dating service', 'someone shy', 'call 09058091870', 'revealed', 'pobox84']"
ham,"['contents page', 'ìï', 'send']"
ham,"['may never sleep', 'sleep well', 'night sweet', 'emily rose', 'see', 'exorcism', 'hugs', 'snogs']"
ham,"['good ni8', 'think', 'u', 'got', 'use']"
ham,"['gotta hit people', 'right', 'second', 'first']"
ham,"['lik 2 stay wit u', 'evry emotion dsn', 'evry wish dsn', 'wit u', 'u smile', 'tear dsn', 'hav words', 'hav prayrs', 'othrwise even', 'b happy', 'good morning', 'keep smiling', 'world', 'drop']"
ham,['remember']
ham,"['ujhhhhhhh computer shipped', 'parantella lane', 'address', 'sandiago', 'wtf', 'poop']"
ham,"['mm yes dear look', 'hugging', 'p']"
ham,"['like dis sweater fr mango', 'size already', 'irritating']"
ham,"['massive pain', 'get involved', '1', 'number', '2', 'gonna', 'ass', 'rather', 'possible']"
ham,['anytime lor']
spam,"['new video handset', 'network mins', 'unlimited text', 'del sat', 'want', '750', 'time', 'camcorder', 'reply', 'call', '08000930705']"
ham,"['forwarded message', 'gud evng', 'purity', 'friendship', 'two', 'smiling', 'reading', 'seeing', 'name']"
spam,"['ur balance', 'å 600', 'next question', 'good luck', 'complete', 'landmark', 'big', 'bob', 'b', 'barry', 'c', 'ben', 'text', '83738']"
ham,"['absolutly fine', 'fine']"
ham,"['consent forms', 'k', 'sure', 'v']"
spam,"['ur tonexs subscription', 'charged å 4', 'uk billing msg', 'choose 10', 'renewed', '50', 'polys', 'month', 'www', 'clubzed', 'co']"
spam,"['biz 18 150p min polo ltd suite 373 london w1j 6hl please call back', 'another customer', 'prize', 'go', 'c', 'www', 'busy']"
ham,"['much', 'torch', '9ja']"
ham,"['dinner w us', 'nothing', 'u']"
ham,['checking']
ham,"['internet connection v slow', 'first thing tomo', 'done', 'û', 'send', 'try', 'later']"
ham,"['mathews', 'tait', 'edwards', 'anderson']"
ham,"['yeah sure thing mate haunt got', 'im going sound anyway promoting hex', 'dont know number', 'stuff sorted', 'way', 'joke']"
ham,"['need lar', 'go engin', 'arts today', 'cos', 'sis']"
ham,"['great advice thanks hope cardiff', 'thanks honey', 'heard anything', 'bit longer', '2 crowd', 'try later', 'still', 'leave']"
spam,"['new nokia 3510i colour phone delivered tomorrow', 'mobile 100 free text free camcorder reply', '200 free minutes', 'call 8000930705', 'want']"
ham,"['get everyone together befor', 'snowboarding trip', 'greet kind', 'im', 'wondering', 'planning', 'go', 'meet', 'affair', 'cheers']"
ham,"['watching', 'live']"
ham,"['see', 'christmassy']"
ham,"['lt gt', 'k', 'ready']"
ham,"['god created gap', 'comes amp fills', 'know', 'fingers', 'one', 'made', 'gaps', 'holding', 'hand', 'love']"
ham,"['bear defeat without losing heart', 'greatest test', 'gn tc', 'courage', 'earth']"
ham,['new years plans']
spam,"['recpt 1 3', 'ordered', 'ringtone', 'order', 'processed']"
ham,"['baaaaaaaabe', 'wake', 'miss', 'crave', 'need']"
ham,"['got', 'message', 'ignoring', 'yes', 'shopping']"
ham,"['cant drive', 'drive', 'dear', 'mood', 'brother']"
ham,['dad get back']
ham,"['less expensive much less expensive', 'getting citizen rates', 'please go', 'academic department', 'academic secretary', 'current situation', 'check sagamu', 'medical education', 'new zealand', 'tell shola', 'ask someone', 'tell', 'ask', 'college', 'medicine', 'visit', 'transfer', 'thing', 'lautech', 'vital', 'completes', 'nigeria', 'unless']"
ham,"['finished watching days', 'yes', 'lives', 'love']"
ham,['juz go google n search 4 qet']
ham,"['best ones bcoz', 'many times', 'lose']"
ham,"['true friends stay forever beyond words', 'good friends care', 'close friends understand', 'beyond time', 'gud ni8']"
ham,['getting back home']
ham,"['call later lt gt mins', 'sorry']"
ham,"['juz open da browser n surf', 'dun need', 'use dial']"
spam,"['registered subscribers u', 'unsubscribe text stop', 'draw 4', '100 g', 'gift voucher', 'one', 'enter', 'b', 'replying']"
ham,"['like lt gt', 'wee bit', 'awesome', 'plan', 'get', 'time', 'text', 'details']"
ham,"['take care', 'sleep well', 'get convinced', 'many senses', 'need', 'learn', 'change', 'life', 'wait', 'conversations', 'us', 'time', 'family', 'respect', 'overemphasise', 'u', 'role']"
spam,"['free bluetooth headset', 'simply reply back', 'chance', 'win', 'adp']"
ham,['also didnt get na hi hi hi hi hi']
ham,"['cant display internal subs', 'gotta extract', 'ya']"
ham,['said anything wrong sorry de']
ham,"['parents forgot n', 'sad story', 'last week', 'b day', 'nt wish', 'wish', 'man', 'wife', 'kids', 'went', 'work', 'even', 'colleagues']"
ham,"['challenge god', 'dont think', 'write instead', 'respond immed', 'stupid', 'say']"
ham,"['yeah', 'able', 'text', 'ready', 'meet']"
ham,"['jst bin watchng planet earth sofa', 'waz gona go meet othrs', 'hav gd night', 'v skint', 'v comfey', 'dont make', 'fancied', 'bevies', 'spoon']"
ham,"['take much notice', 'gonna see', 'taunton tonight', 'says', 'quitting', 'least5times', 'day', 'wudn', 'nah', 'mind', 'want', 'come', 'u', 'tell']"
ham,"['get free', 'call']"
ham,"['coffee run tomo', 'week already û_', 'little darlings', 'week', 'far', 'need', 'believe', 'time']"
ham,"['msg u b4', 'ok', 'leave', 'house']"
ham,"['west coast', 'take forever', 'come back', 'still', 'haiz', 'ìï']"
ham,"['merry christmas', 'mmm', 'fuck']"
ham,"['alright', 'thanks', 'advice', 'enjoy', 'night', 'try', 'get', 'sleep']"
ham,"['face book status frequently', 'update']"
ham,"['k da', 'saw', 'message']"
ham,['something u ate']
ham,"['bank say', 'money']"
ham,"['aiyar dun disturb u liao', 'aft ur cupboard come', 'thk u', 'lots 2']"
ham,"['prob b home early', 'watching movie tonight', 'hey', 'r']"
ham,"['u used dat route', 'u noe', 'yar lor']"
ham,"['gym machan', '2mro', 'coming', 'goodnight']"
ham,"['need yellow card', 'lt gt bucks', 'dont think', 'uk travel', 'ask someone', 'gone']"
ham,"['got stuff havent finish yet', 'u look 4', 'da lib']"
ham,"['sounds great', 'im going', 'good night', 'sleep']"
spam,"['photo upload call 08718730666', 'texts call 08712460324', 'gay chat service', 'b snappy happy', 'b floppy', '10p min', '2 stop']"
ham,"['lt gt th january', 'including post office', 'public holiday', 'house', 'maid', 'murderer', 'coz', 'man', 'murdered', 'govt', 'instituitions', 'closed', 'understand']"
ham,['come u got nothing']
ham,"['nothing', 'ever', 'easy', 'looking', 'reason', 'take', 'risk', 'life', 'love']"
ham,"['pretty booty', 'want', 'grasp']"
ham,"['got', 'tea', 'sure', 'flavour']"
ham,"['going 2 orchard', 'reaching soon', 'u reaching', 'laready']"
ham,"['words please', 'dear', 'denying']"
ham,"['old dom', 'last night', '2 pm', 'know', 'told', 'yesterday', 'name', 'roger', 'got', 'touch', 'wants', 'meet', 'today']"
ham,"['come back', 'tampa ffffuuuuuuu']"
ham,"['2 celebrate', 'båõday', 'else']"
ham,"['merry christmas', 'u', 'annie']"
ham,"['please tell', 'special stock', 'talking']"
ham,"['sent', 'like']"
spam,"['87121 18 6 å 1', 'urgent ur awarded', 'claim txt dis', 'å 1000', 'complimentary trip', 'eurodisinc trav', 'aco entry41', 'ls1 3aj', '50', 'morefrmmob', 'shracomorsglsuplt', '10']"
ham,"['awesome', 'minute']"
ham,"['things constantly', 'one ear', 'walk around', 'around', 'problem', 'julianaland', 'oblivious', 'going', 'say', 'go', 'whatever', 'want', 'know', 'upset', 'listen', 'tell', 'surprised', 'mad']"
ham,"['dont let', 'get dehydrated', 'told', 'everything', 'stop']"
ham,['guess lt gt min']
ham,"['ard wat time', 'u reach', 'home']"
ham,"['girlfrnd f grahmbell', 'wen u lift', 'u knw wt', 'u say hello', 'u knw', 'storming msg', 'real meaning', 'margaret hello', 'invnted telphone', 'dat girl', 'hello', 'girl', 'phne', 'name', 'yes', 'moral', 'one', '4get', 'person']"
ham,"['usf dogwood drive', 'something look', 'want', 'mapquest']"
ham,"['later tonight', 'aight', 'plan', 'come']"
ham,"['accidentally deleted e msg', 'e sim archive', 'suppose 2 put', 'die', 'haiz', 'sad']"
spam,"['cancel send go stop', 'future mgs billed', 'free giving', 'free calling', '150p daily', 'welcome', 'uk', 'mobile', 'date', 'msg', '08719839835', '89123']"
ham,"['great day', 'moji told', 'great lengths', 'next friday', 'wishing', 'offer', 'always', 'speechless', 'easily', 'go', 'behalf', 'stunning', 'exam', 'keep', 'touch', 'sorry']"
ham,"['r u still buying', 'ur visa coming', 'uncle john also', 'reply today', 'sister things', 'really need', 'later sha', 'thanks', 'gucci', 'bags', 'easy', 'bills', 'think', 'make', 'money']"
ham,"['flaked last night', 'seriously goin', 'sorry', 'shit', 'roommate', 'tonight']"
ham,"['look pretty wif long hair wat', 'cutting quite short 4', 'said', 'thk', 'leh']"
ham,"['ranjith cal drpd deeraj', 'deepak 5min hold']"
ham,"['wannatell u details later wenwecan chat properly x', 'sozi culdnt talkbut', 'callin babe', 'cheers']"
ham,"['hey u still', 'gym']"
ham,"['5 minuts latr wid', 'u mind', 'sexy mood', 'said', 'go', 'bedroom', 'minute', 'ok', 'sed', 'came', 'cake', 'n', 'wife']"
ham,"['much better', 'thanks lol']"
ham,"['sorry lor da guys neva c u', '2 bring u along 4', 'smsing u n xy lor', 'u wan 2 meet', 'know u lor', 'xy ask', 'next meeting', 'nothing', 'person', 'sort']"
ham,"['lemme know', 'free basically', 'swing', 'pick', 'time', '1', 'semester']"
ham,"['wa', 'u', 'efficient', 'gee', 'thanx']"
spam,"['mobile content', '3', 'received', 'enjoy']"
ham,"['able', 'sleep']"
spam,"['want explicit sex', 'costs 20p min', '30 secs', 'ring 02073162414']"
ham,"['meet soon princess', 'ttyl']"
ham,"['still want', 'pick', '5', '15pm', 'go', 'taunton', 'come']"
ham,"['4 outside players allowed', 'play know', 'oh']"
ham,['anything lor']
ham,['erutupalam thandiyachu']
ham,"['cant u try new invention', 'fly', 'joking']"
ham,"['song lyrics', 'ful']"
ham,"['need 2 arrange transport', 'u reckon', 'u', 'thanks']"
ham,"['true lov n care wil nevr go unrecognized', 'though somone often makes mistakes', 'definitly undrstnd', 'start missing', 'valuing']"
ham,"['toking abt syd leh', 'eh ger', 'shopping', 'haha']"
ham,['standing']
ham,['good weekend']
ham,"['miss call miss call khelate kintu opponenter miss call dhorte lage', 'great phone receiving quality wins', 'thats', 'rule', 'one']"
ham,"['chance plz lt 3', 'call', 'get']"
ham,['new deus ex game comin early next yr']
ham,"['fucking idiot roommates looovvve leaving', 'full lt gt 7', 'essential part', 'keep spares', 'thing running', 'computer', 'fried']"
ham,"['get together sometime', 'go shopping', 'concert tmw', 'friend', 'studying', 'warwick', 'planned', 'may', 'canceled', 'havn', 'seen', 'ages', 'yeah']"
ham,"['couple hours tops', 'probably']"
ham,"['lol', 'grins', 'babe', 'thanks', 'thinking']"
ham,"['gonna get', 'man', 'bus', 'slow', 'think']"
ham,"['text meets', 'text give', 'beautiful day', 'hope', 'smiling', 'let', 'reason', 'smile']"
ham,"['take care', 'grandma today', 'case', 'wake', 'wondering', 'forgot', 'something', 'done', 'parade']"
ham,['ok']
spam,"['ipod mp3 player å 400 proze guaranteed', 'latest nokia mobile', 'å 1', 'norcorp ltd', '50 mtmsgrcvd18', 'reply', 'win', '83355']"
spam,"['net login 3qxj9 unsubscribe', 'inclusive text credits', 'pls goto www', 'sms services', 'extra charge', 'help 08702840625', 'cm2 9ae', 'comuk', 'stop', '220']"
ham,['nvm take ur time']
ham,"['da decision', 'wat']"
ham,"['wot', 'u', '2', 'bitch']"
ham,"['stupid', 'possible']"
ham,"['want posting', 'told', 'hr', 'chennai', 'working']"
spam,"['top quality items', 'mobile club', 'mobile', 'choose', '7cfca1a']"
ham,['guys leaving']
ham,"['still meetin 4 lunch tmr', 'buy tmr lor aft lunch', 'neva hear fr', 'sad lor', 'neva grumble', 'ìï got', 'work ar', 'hee', 'lei', 'lot']"
ham,"['able', 'anything']"
ham,['ìï takin linear algebra today']
ham,"['much decorating', 'weekend', 'fine', 'excuse']"
ham,"['driving lesson', 'teasing kiss', 'sorry', 'missed', 'babe', 'late', 'slept', 'hope', 'enjoy', 'boytoy', 'miss']"
ham,"['project pa', 'come']"
spam,"['wining number 946 wot', 'money', 'next']"
ham,"['sure', 'whenever', 'show', 'fuck', 'gt']"
ham,"['random saw', 'old roomate', 'campus', 'graduated']"
spam,"['2 mobile 3g videophones r', 'videochat wid ur mates', 'play java games', 'dload polyh music', 'call 09061744553', 'noline rentl', 'congrats', 'bx420', 'ip4', '5we', '150pm']"
ham,"['men always needs', 'cooperative wife', 'law allows', 'one wife', 'beautiful', 'intelligent', 'caring', 'loving', 'adjustable']"
ham,"['got planned', 'yo valentine', 'sucks']"
ham,"['got part nottingham', '3 hrs 63miles', 'good thing', 'hey ho', 'love', 'man', 'much', '40mph']"
ham,"['one saying clearly', 'ok leave', 'think', 'need', 'ask', 'go', 'come']"
ham,"['hi good mornin', 'thanku wish u']"
ham,"['u want 2 meet', '2morro']"
ham,"['left yet', 'actually', 'decided', 'hungry', 'v']"
ham,"['sent ì_', 'part']"
ham,"['2 ask wat present', 'shopping wif darren jus', 'finally guessed darren lor', 'wan lor', 'wif n', 'started guessing', 'n', 'cos', 'called']"
spam,"['real man 2 satisfy', 'otbox 731 la1 7ws', 'txt stop 2 end', 'txt rec å 1', 'txt wife', 'strings action', 'want', 'cock', 'hubby', 'away', 'need', '89938', '50ea']"
ham,"['understand', 'loss', 'gain', 'work', 'school']"
ham,"['holiday want 2 go bak 2 college', '2 much', 'bit bored', 'sad isnt', 'missed u', 'u', 'havent', 'xx']"
ham,"['probably coming home weekend', 'hiya', 'next']"
ham,"['forget though', 'walk beside', 'heart warm', 'love', 'watching', 'keeping']"
ham,"['drugs without askin', 'wish things', 'pls continue', 'brisk walks', 'find things', 'different', 'wonder', 'able', 'show', 'much', 'value', 'please', 'laugh', 'love', 'dearly']"
ham,"['dinner tonite', 'ok', 'days', 'making', 'invited']"
spam,"['live sex video chat', 'sexiest dirtiest girls live', '4 details text horny', 'gr8 new service', 'cancel send stop', 'ur phone', 'mob', 'see', '89070']"
ham,['money 4 steve mate']
ham,"['im late tellmiss im', 'way']"
ham,"['bad days give u experience', 'good days give u happiness', 'good morning', 'never blame', 'gods blessings', 'ur life', 'life', 'day', 'essential']"
ham,"['water daily', 'normally', 'use', 'drink']"
ham,"['dare', 'ask', 'luck', 'sorting', 'car']"
ham,"['greatly appreciated', 'got room', 'party', 'place', 'usf', 'charge', 'contribute', 'way', 'yeah', 'one']"
